,id,user,commit,task,filePath,line,commonRule,time,clear,rule_list
21,"""6374ff315c40d014328a8eb6""",4,f1c61a20c4c5d083fd895f95aed84321b1016e1d,task-2,src/Indamon.java,98,S109,1663783785000,1,"S109,S1481,S1155"
22,"""6374ff335c40d014328a8ebc""",4,fffbc543460894f3cd44bd49a160179d9049af74,task-2,1,False,False,1664065742000,0,"S109,S1481,S1155"
23,"""6374ff355c40d014328a8ec2""",4,d294ad1f5e6388094d08894878f3855c10762ca5,task-2,src/Indamon.java,84,S109,1665140567000,1,"S109,S1481,S1155"
24,"""6374ff385c40d014328a8ec8""",4,d0894d723b32d027f0f40944ad0dad530f9ae6ed,task-2,src/Indamon.java,84,S109,1665241129000,1,"S109,S1481,S1155"
25,"""6374ff3a5c40d014328a8ece""",4,76e7cf43cd5e6f84fbdc458ca77de7871e38c7f1,task-2,src/Indamon.java,84,S109,1665241231000,1,"S109,S1481,S1155"
26,"""6374ff3d5c40d014328a8ed4""",4,f5f555ca871d7b01a3b17c3f0da7cc3f66695489,task-2,src/Indamon.java,84,S109,1665241364000,1,"S109,S1481,S1155"
27,"""6374ff415c40d014328a8edc""",5,4328680e97dcfb8d3367d646d2e391c743350ec5,task-2,src/Indamon.java,81,S109,1662925138000,1,"S109,S1481,S1155"
28,"""6374ff415c40d014328a8edd""",5,4328680e97dcfb8d3367d646d2e391c743350ec5,task-2,src/Indamon.java,82,S109,1662925138000,1,"S109,S1481,S1155"
29,"""6374ff435c40d014328a8ee3""",5,3695fd2bc043c6c54270118d89bb513c55eec7ff,task-2,src/Indamon.java,81,S109,1662925525000,1,"S109,S1481,S1155"
30,"""6374ff435c40d014328a8ee4""",5,3695fd2bc043c6c54270118d89bb513c55eec7ff,task-2,src/Indamon.java,82,S109,1662925525000,1,"S109,S1481,S1155"
31,"""6374ff465c40d014328a8eea""",5,65cafb2e18f8e965f9980d41e445cbd31339ce14,task-2,src/Indamon.java,78,S109,1662999732000,1,"S109,S1481,S1155"
32,"""6374ff465c40d014328a8eeb""",5,65cafb2e18f8e965f9980d41e445cbd31339ce14,task-2,src/Indamon.java,79,S109,1662999732000,1,"S109,S1481,S1155"
33,"""6374ff485c40d014328a8ef1""",5,698df4b29cdf8ac76878507049849bca7c964088,task-2,src/Indamon.java,78,S109,1663146340000,1,"S109,S1481,S1155"
34,"""6374ff485c40d014328a8ef2""",5,698df4b29cdf8ac76878507049849bca7c964088,task-2,src/Indamon.java,79,S109,1663146340000,1,"S109,S1481,S1155"
35,"""6374ff4a5c40d014328a8ef8""",5,8a86588041d972e40c2d17ef4c333b1b036173ec,task-2,src/Indamon.java,78,S109,1663147623000,1,"S109,S1481,S1155"
36,"""6374ff4a5c40d014328a8ef9""",5,8a86588041d972e40c2d17ef4c333b1b036173ec,task-2,src/Indamon.java,79,S109,1663147623000,1,"S109,S1481,S1155"
37,"""6374ff4f5c40d014328a8eff""",5,35a7f8283bc9767292eae319b87bb1a56de718f2,task-2,src/Indamon.java,77,S109,1663263310000,1,"S109,S1481,S1155"
38,"""6374ff4f5c40d014328a8f00""",5,35a7f8283bc9767292eae319b87bb1a56de718f2,task-2,src/Indamon.java,78,S109,1663263310000,1,"S109,S1481,S1155"
39,"""6374ff525c40d014328a8f08""",6,0ae45e4e9740b5a3d82510bc1b9438af53179faa,task-2,src/Indamon.java,18,S109,1662736205000,1,"S109,S1481,S1155"
40,"""6374ff525c40d014328a8f09""",6,0ae45e4e9740b5a3d82510bc1b9438af53179faa,task-2,src/Indamon.java,16,S109,1662736205000,1,"S109,S1481,S1155"
41,"""6374ff525c40d014328a8f0a""",6,0ae45e4e9740b5a3d82510bc1b9438af53179faa,task-2,src/Indamon.java,17,S109,1662736205000,1,"S109,S1481,S1155"
42,"""6374ff555c40d014328a8f10""",6,f39a943fd64f65562e2fc75d048895d9658ac472,task-2,src/Indamon.java,37,S109,1662736638000,1,"S109,S1481,S1155"
43,"""6374ff555c40d014328a8f11""",6,f39a943fd64f65562e2fc75d048895d9658ac472,task-2,src/Indamon.java,38,S109,1662736638000,1,"S109,S1481,S1155"
44,"""6374ff555c40d014328a8f12""",6,f39a943fd64f65562e2fc75d048895d9658ac472,task-2,src/Indamon.java,39,S109,1662736638000,1,"S109,S1481,S1155"
45,"""6374ff575c40d014328a8f18""",6,d62f9ac5eeb6598dcbe43c574251acf2ea6a4856,task-2,src/Indamon.java,53,S109,1662737933000,1,"S109,S1481,S1155"
46,"""6374ff575c40d014328a8f19""",6,d62f9ac5eeb6598dcbe43c574251acf2ea6a4856,task-2,src/Indamon.java,55,S109,1662737933000,1,"S109,S1481,S1155"
47,"""6374ff575c40d014328a8f1a""",6,d62f9ac5eeb6598dcbe43c574251acf2ea6a4856,task-2,src/Indamon.java,54,S109,1662737933000,1,"S109,S1481,S1155"
48,"""6374ff5b5c40d014328a8f20""",6,d0812c98fd7bce4a3a8bf8d829f9162e45fd425f,task-2,src/Indamon.java,32,S109,1662738920000,1,"S109,S1481,S1155"
49,"""6374ff5d5c40d014328a8f26""",6,34eec5d61c9508e99d1fd6d3fdc50d1575181550,task-2,src/Indamon.java,37,S109,1662991532000,1,"S109,S1481,S1155"
50,"""6374ff5d5c40d014328a8f27""",6,34eec5d61c9508e99d1fd6d3fdc50d1575181550,task-2,src/Indamon.java,38,S109,1662991532000,1,"S109,S1481,S1155"
51,"""6374ff5f5c40d014328a8f2d""",6,9848a15358e694ebf1205b96d4e2b9288b3bc70e,task-2,src/Indamon.java,79,S109,1663839248000,1,"S109,S1481,S1155"
52,"""6374ff5f5c40d014328a8f2e""",6,9848a15358e694ebf1205b96d4e2b9288b3bc70e,task-2,src/Indamon.java,80,S109,1663839248000,1,"S109,S1481,S1155"
53,"""6374ff615c40d014328a8f34""",6,3d80e00b46eda0a655bb2d36adaeb9a5e4079c35,task-2,src/Indamon.java,79,S109,1666625548000,1,"S109,S1481,S1155"
54,"""6374ff625c40d014328a8f35""",6,3d80e00b46eda0a655bb2d36adaeb9a5e4079c35,task-2,src/Indamon.java,80,S109,1666625548000,1,"S109,S1481,S1155"
55,"""6374ff665c40d014328a8f3d""",7,74e7353bf208be3c6438807fe2c91c92cd4273c2,task-2,src/Indamon.java,12,S109,1662831408000,1,"S109,S1481,S1155"
56,"""6374ff665c40d014328a8f3e""",7,74e7353bf208be3c6438807fe2c91c92cd4273c2,task-2,src/Indamon.java,13,S109,1662831408000,1,"S109,S1481,S1155"
57,"""6374ff665c40d014328a8f3f""",7,74e7353bf208be3c6438807fe2c91c92cd4273c2,task-2,src/Indamon.java,14,S109,1662831408000,1,"S109,S1481,S1155"
58,"""6374ff685c40d014328a8f45""",7,cdceeda9bafbeeff81815dd5c2bfa7db3c21c68b,task-2,src/Indamon.java,48,S109,1662839482000,1,"S109,S1481,S1155"
59,"""6374ff685c40d014328a8f46""",7,cdceeda9bafbeeff81815dd5c2bfa7db3c21c68b,task-2,src/Indamon.java,49,S109,1662839482000,1,"S109,S1481,S1155"
60,"""6374ff685c40d014328a8f47""",7,cdceeda9bafbeeff81815dd5c2bfa7db3c21c68b,task-2,src/Indamon.java,50,S109,1662839482000,1,"S109,S1481,S1155"
61,"""6374ff6a5c40d014328a8f4d""",7,b752e9f7b0e779cae4a6d150b814d83f07468f87,task-2,src/Indamon.java,54,S109,1662844078000,1,"S109,S1481,S1155"
62,"""6374ff6d5c40d014328a8f53""",7,c33a46da68856107da02d8b0989a7db9b57ef376,task-2,src/Indamon.java,67,S109,1662850611000,1,"S109,S1481,S1155"
63,"""6374ff6f5c40d014328a8f59""",7,5f4f85d4a49063166606c59a7dcdc97abe37813f,task-2,src/Indamon.java,76,S109,1662901816000,1,"S109,S1481,S1155"
64,"""6374ff6f5c40d014328a8f5a""",7,5f4f85d4a49063166606c59a7dcdc97abe37813f,task-2,src/Indamon.java,75,S109,1662901816000,1,"S109,S1481,S1155"
65,"""6374ff735c40d014328a8f62""",8,9e9f537e23bf565d4dcb9cb582a7ac1b3312f0b7,task-2,src/Indamon.java,3,S109,1662754058000,1,"S109,S1481,S1155"
66,"""6374ff735c40d014328a8f63""",8,9e9f537e23bf565d4dcb9cb582a7ac1b3312f0b7,task-2,src/Indamon.java,5,S109,1662754058000,1,"S109,S1481,S1155"
67,"""6374ff755c40d014328a8f69""",8,b3fe1cf8819f29fed2bd71b2395ab17d555ecfec,task-2,src/Main.java,4,S109,1662811416000,1,"S109,S1481,S1155"
68,"""6374ff755c40d014328a8f6a""",8,b3fe1cf8819f29fed2bd71b2395ab17d555ecfec,task-2,src/Main.java,5,S109,1662811416000,1,"S109,S1481,S1155"
69,"""6374ff795c40d014328a8f70""",8,37203bb9f923cc256a7111c8a7c3171a36c49756,task-2,src/Main.java,8,S109,1662817438000,1,"S109,S1481,S1155"
70,"""6374ff795c40d014328a8f71""",8,37203bb9f923cc256a7111c8a7c3171a36c49756,task-2,src/Main.java,12,S109,1662817438000,1,"S109,S1481,S1155"
71,"""6374ff795c40d014328a8f72""",8,37203bb9f923cc256a7111c8a7c3171a36c49756,task-2,src/Main.java,5,S109,1662817438000,1,"S109,S1481,S1155"
72,"""6374ff795c40d014328a8f73""",8,37203bb9f923cc256a7111c8a7c3171a36c49756,task-2,src/Main.java,6,S109,1662817438000,1,"S109,S1481,S1155"
73,"""6374ff7c5c40d014328a8f79""",8,775a181f2ccba3987fc260e45956567f9d3b9829,task-2,src/Main.java,5,S109,1662968556000,1,"S109,S1481,S1155"
74,"""6374ff7c5c40d014328a8f7a""",8,775a181f2ccba3987fc260e45956567f9d3b9829,task-2,src/Main.java,6,S109,1662968556000,1,"S109,S1481,S1155"
75,"""6374ff7c5c40d014328a8f7b""",8,775a181f2ccba3987fc260e45956567f9d3b9829,task-2,src/Main.java,9,S109,1662968556000,1,"S109,S1481,S1155"
76,"""6374ff7c5c40d014328a8f7c""",8,775a181f2ccba3987fc260e45956567f9d3b9829,task-2,src/Main.java,12,S109,1662968556000,1,"S109,S1481,S1155"
77,"""6374ff7c5c40d014328a8f7d""",8,775a181f2ccba3987fc260e45956567f9d3b9829,task-2,src/Main.java,8,S109,1662968556000,1,"S109,S1481,S1155"
78,"""6374ff7e5c40d014328a8f83""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Main.java,8,S109,1663168408000,1,"S109,S1481,S1155"
79,"""6374ff7e5c40d014328a8f84""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Main.java,9,S109,1663168408000,1,"S109,S1481,S1155"
80,"""6374ff7e5c40d014328a8f85""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Main.java,5,S109,1663168408000,1,"S109,S1481,S1155"
81,"""6374ff7e5c40d014328a8f86""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Main.java,6,S109,1663168408000,1,"S109,S1481,S1155"
82,"""6374ff7e5c40d014328a8f87""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Shadow1.java,5,S109,1663168408000,1,"S109,S1481,S1155"
83,"""6374ff7f5c40d014328a8f88""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Shadow1.java,5,S1481,1663168408000,1,"S109,S1481,S1155"
84,"""6374ff7f5c40d014328a8f89""",8,8c9f1fc803928b82378f03d7dc18122672564ac8,task-2,src/Horse.java,16,S1481,1663168408000,1,"S109,S1481,S1155"
85,"""6374ff815c40d014328a8f8f""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Shadow1.java,5,S109,1663168698000,1,"S109,S1481,S1155"
86,"""6374ff815c40d014328a8f90""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Main.java,5,S109,1663168698000,1,"S109,S1481,S1155"
87,"""6374ff815c40d014328a8f91""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Main.java,8,S109,1663168698000,1,"S109,S1481,S1155"
88,"""6374ff815c40d014328a8f92""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Main.java,9,S109,1663168698000,1,"S109,S1481,S1155"
89,"""6374ff815c40d014328a8f93""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Main.java,6,S109,1663168698000,1,"S109,S1481,S1155"
90,"""6374ff815c40d014328a8f94""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Horse.java,16,S1481,1663168698000,1,"S109,S1481,S1155"
91,"""6374ff815c40d014328a8f95""",8,7652df5f66ac3f772d46e23e6fa65e7531f4a4d9,task-2,src/Shadow1.java,5,S1481,1663168698000,1,"S109,S1481,S1155"
92,"""6374ff845c40d014328a8f9b""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Main.java,5,S109,1663169130000,1,"S109,S1481,S1155"
93,"""6374ff845c40d014328a8f9c""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Main.java,6,S109,1663169130000,1,"S109,S1481,S1155"
94,"""6374ff845c40d014328a8f9d""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Main.java,8,S109,1663169130000,1,"S109,S1481,S1155"
95,"""6374ff845c40d014328a8f9e""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Shadow1.java,5,S109,1663169130000,1,"S109,S1481,S1155"
96,"""6374ff845c40d014328a8f9f""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Main.java,9,S109,1663169130000,1,"S109,S1481,S1155"
97,"""6374ff845c40d014328a8fa0""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Shadow1.java,5,S1481,1663169130000,1,"S109,S1481,S1155"
98,"""6374ff845c40d014328a8fa1""",8,424bb68c6ef200eebdb25e1953305040d459b3c1,task-2,src/Horse.java,16,S1481,1663169130000,1,"S109,S1481,S1155"
99,"""6374ff865c40d014328a8fa7""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Main.java,5,S109,1663169216000,1,"S109,S1481,S1155"
100,"""6374ff865c40d014328a8fa8""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Shadow1.java,5,S109,1663169216000,1,"S109,S1481,S1155"
101,"""6374ff865c40d014328a8fa9""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Main.java,8,S109,1663169216000,1,"S109,S1481,S1155"
102,"""6374ff865c40d014328a8faa""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Main.java,9,S109,1663169216000,1,"S109,S1481,S1155"
103,"""6374ff865c40d014328a8fab""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Main.java,6,S109,1663169216000,1,"S109,S1481,S1155"
104,"""6374ff865c40d014328a8fac""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Horse.java,16,S1481,1663169216000,1,"S109,S1481,S1155"
105,"""6374ff865c40d014328a8fad""",8,a2ca7115851ac9ff561095a8ea699a15e218d70a,task-2,src/Shadow1.java,5,S1481,1663169216000,1,"S109,S1481,S1155"
106,"""6374ff895c40d014328a8fb3""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Main.java,5,S109,1663246938000,1,"S109,S1481,S1155"
107,"""6374ff895c40d014328a8fb4""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Main.java,8,S109,1663246938000,1,"S109,S1481,S1155"
108,"""6374ff895c40d014328a8fb5""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Main.java,9,S109,1663246938000,1,"S109,S1481,S1155"
109,"""6374ff895c40d014328a8fb6""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Main.java,6,S109,1663246938000,1,"S109,S1481,S1155"
110,"""6374ff895c40d014328a8fb7""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Shadow1.java,5,S109,1663246938000,1,"S109,S1481,S1155"
111,"""6374ff895c40d014328a8fb8""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Shadow1.java,5,S1481,1663246938000,1,"S109,S1481,S1155"
112,"""6374ff895c40d014328a8fb9""",8,4045903d5eb635634c790e09fde2ac658a24f2d8,task-2,src/Horse.java,16,S1481,1663246938000,1,"S109,S1481,S1155"
113,"""6374ff8b5c40d014328a8fbf""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Main.java,5,S109,1663249471000,1,"S109,S1481,S1155"
114,"""6374ff8b5c40d014328a8fc0""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Main.java,6,S109,1663249471000,1,"S109,S1481,S1155"
115,"""6374ff8b5c40d014328a8fc1""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Main.java,8,S109,1663249471000,1,"S109,S1481,S1155"
116,"""6374ff8b5c40d014328a8fc2""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Shadow1.java,5,S109,1663249471000,1,"S109,S1481,S1155"
117,"""6374ff8b5c40d014328a8fc3""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Main.java,9,S109,1663249471000,1,"S109,S1481,S1155"
118,"""6374ff8b5c40d014328a8fc4""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Horse.java,16,S1481,1663249471000,1,"S109,S1481,S1155"
119,"""6374ff8b5c40d014328a8fc5""",8,25c21dc74efaee64775d29ba98048253ff52b68c,task-2,src/Shadow1.java,5,S1481,1663249471000,1,"S109,S1481,S1155"
120,"""6374ff8d5c40d014328a8fcb""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Main.java,5,S109,1663773734000,1,"S109,S1481,S1155"
121,"""6374ff8d5c40d014328a8fcc""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Main.java,6,S109,1663773734000,1,"S109,S1481,S1155"
122,"""6374ff8d5c40d014328a8fcd""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Main.java,8,S109,1663773734000,1,"S109,S1481,S1155"
123,"""6374ff8d5c40d014328a8fce""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Shadow1.java,5,S109,1663773734000,1,"S109,S1481,S1155"
124,"""6374ff8d5c40d014328a8fcf""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Main.java,9,S109,1663773734000,1,"S109,S1481,S1155"
125,"""6374ff8d5c40d014328a8fd0""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Shadow1.java,5,S1481,1663773734000,1,"S109,S1481,S1155"
126,"""6374ff8d5c40d014328a8fd1""",8,9fc58deeae74a505b075d9e1a1eb079b9f342b1d,task-2,src/Horse.java,16,S1481,1663773734000,1,"S109,S1481,S1155"
127,"""6374ff915c40d014328a8fd9""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,84,S109,1663086146000,1,"S109,S1481,S1155"
128,"""6374ff915c40d014328a8fda""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,85,S109,1663086146000,1,"S109,S1481,S1155"
129,"""6374ff915c40d014328a8fdb""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,94,S109,1663086146000,1,"S109,S1481,S1155"
130,"""6374ff915c40d014328a8fdc""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,92,S109,1663086146000,1,"S109,S1481,S1155"
131,"""6374ff915c40d014328a8fdd""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,86,S109,1663086146000,1,"S109,S1481,S1155"
132,"""6374ff915c40d014328a8fde""",9,98384a6951bf8e1f73b3356eaeebf70f5d3d0d7d,task-2,src/Indamon.java,93,S109,1663086146000,1,"S109,S1481,S1155"
133,"""6374ff935c40d014328a8fe4""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,85,S109,1663162238000,1,"S109,S1481,S1155"
134,"""6374ff935c40d014328a8fe5""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,84,S109,1663162238000,1,"S109,S1481,S1155"
135,"""6374ff935c40d014328a8fe6""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,86,S109,1663162238000,1,"S109,S1481,S1155"
136,"""6374ff935c40d014328a8fe7""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,92,S109,1663162238000,1,"S109,S1481,S1155"
137,"""6374ff935c40d014328a8fe8""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,93,S109,1663162238000,1,"S109,S1481,S1155"
138,"""6374ff935c40d014328a8fe9""",9,f0770aef2f992fa457e817b1d44fd6f98ffc9417,task-2,src/Indamon.java,94,S109,1663162238000,1,"S109,S1481,S1155"
139,"""6374ff965c40d014328a8ff1""",10,bb4b4201397869c31f828f8f2afc540ac89d9af0,task-2,1,False,False,1662726119000,0,"S109,S1481,S1155"
140,"""6374ff9a5c40d014328a8ff7""",10,d3e46893829a25d5de0fec12ec89b94526d806dd,task-2,1,False,False,1662974858000,0,"S109,S1481,S1155"
141,"""6374ff9d5c40d014328a8ffd""",10,2a7da1ea02724f98fa0f4d0dfc69becc27278658,task-2,1,False,False,1663055447000,0,"S109,S1481,S1155"
142,"""6374ff9e5c40d014328a9003""",10,275f88e41276d9a0813ab0635d52de75c16cac0c,task-2,1,False,False,1663055839000,0,"S109,S1481,S1155"
143,"""6374ffa35c40d014328a9009""",10,fd4f4ebb062c277cd6d629e6b76cefba41aea6bc,task-2,1,False,False,1663055944000,0,"S109,S1481,S1155"
144,"""6374ffa55c40d014328a900f""",10,56039e4677154259ab554f7d28263609c5cc2afb,task-2,1,False,False,1663184600000,0,"S109,S1481,S1155"
145,"""6374ffa95c40d014328a9017""",11,a0f174be9a02a39d03878cc41f4246f35b2171e4,task-2,1,False,False,1662998873000,0,"S109,S1481,S1155"
146,"""6374ffac5c40d014328a901d""",11,fd865396cefe723a5545a9b17270da6db1f41183,task-2,1,False,False,1663008612000,0,"S109,S1481,S1155"
147,"""6374ffaf5c40d014328a9023""",11,9a5ada72eb8790c60071071c133abad011e859dd,task-2,1,False,False,1663009144000,0,"S109,S1481,S1155"
148,"""6374ffb25c40d014328a9029""",11,7df351866cd349b44856ddf44fe249f27fea01eb,task-2,src/Indamon.java,57,S109,1663049093000,1,"S109,S1481,S1155"
149,"""6374ffb45c40d014328a902f""",11,71ed8251cdb6d7f0698ac13e4a797ac7e9a23cd8,task-2,src/Indamon.java,66,S109,1663066968000,1,"S109,S1481,S1155"
150,"""6374ffb75c40d014328a9035""",11,23d7a4079539bb3f8c3edb40e75e8b286c12d927,task-2,src/Indamon.java,73,S109,1663078336000,1,"S109,S1481,S1155"
151,"""6374ffb75c40d014328a9036""",11,23d7a4079539bb3f8c3edb40e75e8b286c12d927,task-2,src/Indamon.java,74,S109,1663078336000,1,"S109,S1481,S1155"
152,"""6374ffbc5c40d014328a903e""",12,b089c654c21db20fee40b6eb5676b8998c4a4baa,task-2,src/Indamon.java,40,S109,1662733384000,1,"S109,S1481,S1155"
153,"""6374ffbc5c40d014328a903f""",12,b089c654c21db20fee40b6eb5676b8998c4a4baa,task-2,src/Indamon.java,38,S109,1662733384000,1,"S109,S1481,S1155"
154,"""6374ffbc5c40d014328a9040""",12,b089c654c21db20fee40b6eb5676b8998c4a4baa,task-2,src/Indamon.java,39,S109,1662733384000,1,"S109,S1481,S1155"
155,"""6374ffbe5c40d014328a9046""",12,2934429fd17de49948f955edc3295ff1a8d9aa2f,task-2,src/Indamon.java,68,S109,1663064478000,1,"S109,S1481,S1155"
156,"""6374ffbe5c40d014328a9047""",12,2934429fd17de49948f955edc3295ff1a8d9aa2f,task-2,src/Indamon.java,70,S109,1663064478000,1,"S109,S1481,S1155"
